customer,state,gender,education,customer lifetime value,income,monthly premium auto,number of open complaints,policy type,vehicle class,total claim amount,complaint_type1,complaint_type2,complaint_type3
QX45933,California,Male,Bachelor,1784019,36234,62,1/0/00,Personal Auto,Four-Door Car,385,1,0,0
JI71369,California,Female,College,510611,30110,64,1/0/00,Personal Auto,Four-Door Car,140,1,0,0
JU93290,Arizona,Female,College,1793060,21708,68,1/0/00,Personal Auto,Four-Door Car,326,1,0,0
GU66096,Arizona,Male,High School or Below,545734,94731,67,1/0/00,Personal Auto,Four-Door Car,321,1,0,0
UC33108,California,Male,Bachelor,656364,32375,83,1/0/00,Personal Auto,Four-Door Car,398,1,0,0
LW93867,Oregon,Male,College,481252,16531,63,1/0/00,Corporate Auto,Four-Door Car,102,1,0,0
OU78470,Arizona,Female,Master,2932804,32006,94,1/0/00,Corporate Auto,Four-Door Car,56,1,0,0
XW90265,Arizona,Female,Bachelor,577352,81676,72,1/0/00,Personal Auto,Two-Door Car,463,1,0,0
HS67749,California,Male,College,684711,71038,86,1/0/00,Corporate Auto,Four-Door Car,205,1,0,0
VZ51506,Arizona,Female,High School or Below,359531,36234,103,1/0/00,Corporate Auto,Sports Car,741,1,0,0
UI64281,Nevada,Female,Master,2285561,20832,65,1/0/00,Personal Auto,Two-Door Car,56,1,0,0
AE98193,Washington,Male,High School or Below,785941,36234,113,1/0/00,Personal Auto,SUV,813,1,0,0
AZ74055,Oregon,Male,High School or Below,411557,52405,103,1/0/00,Personal Auto,Four-Door Car,494,1,0,0
XS76911,Arizona,Female,High School or Below,502963,36234,133,1/0/00,Personal Auto,Sports Car,795,1,0,0
AY40674,Washington,Female,Bachelor,482141,26583,1005,1/4/00,Personal Auto,SUV,614,1,4,0
NA12740,Oregon,Male,Master,500431,25486,65,1/0/00,Special Auto,Two-Door Car,72,1,0,0
UA84837,Arizona,Male,College,863005,24065,111,1/0/00,Corporate Auto,Four-Door Car,532,1,0,0
DJ51510,Arizona,Female,High School or Below,932208,70435,116,1/0/00,Personal Auto,Four-Door Car,67,1,0,0
VM58985,California,Male,College,1672756,36234,76,1/2/00,Personal Auto,Two-Door Car,402,1,2,0
OH60605,Oregon,Female,High School or Below,365253,39679,92,1/0/00,Personal Auto,Two-Door Car,641,1,0,0
UO98052,Nevada,Male,College,615860,36234,89,1/0/00,Personal Auto,Four-Door Car,342,1,0,0
NC53424,California,Male,Bachelor,437608,36234,69,1/4/00,Personal Auto,Two-Door Car,331,1,4,0
LQ13873,Nevada,Male,High School or Below,556945,53565,71,1/1/00,Personal Auto,Four-Door Car,340,1,1,0
LA97014,Washington,Male,Bachelor,257651,37574,66,1/1/00,Personal Auto,Two-Door Car,412,1,1,0
NB79936,Washington,Male,Bachelor,834698,48259,108,1/0/00,Personal Auto,Two-Door Car,73,1,0,0
NT89061,Arizona,Female,High School or Below,632392,78532,78,1/0/00,Personal Auto,Four-Door Car,374,1,0,0
AF10970,Arizona,Female,Bachelor,597314,96163,73,1/0/00,Corporate Auto,Four-Door Car,350,1,0,0
ZG48513,California,Male,Bachelor,470667,36234,72,1/0/00,Personal Auto,Four-Door Car,345,1,0,0
JQ59145,California,Male,High School or Below,809341,36234,114,1/1/00,Personal Auto,Sports Car,722,1,1,0
FE84989,Washington,Male,College,503574,72672,63,1/0/00,Personal Auto,Four-Door Car,259,1,0,0
JT52858,Oregon,Female,Bachelor,902786,99002,112,1/1/00,Personal Auto,Four-Door Car,537,1,1,0
MC62068,California,Male,High School or Below,728888,79494,91,1/0/00,Personal Auto,Four-Door Car,396,1,0,0
EU27538,Oregon,Male,Master,1804247,35704,225,1/0/00,Personal Auto,Luxury Car,358,1,0,0
RH42306,Arizona,Female,Bachelor,499206,36234,71,1/0/00,Corporate Auto,Four-Door Car,653,1,0,0
US23612,Oregon,Female,High School or Below,910226,26049,118,1/0/00,Personal Auto,Two-Door Car,121,1,0,0
WV76014,Arizona,Male,Doctor,254040,70125,64,1/0/00,Special Auto,Four-Door Car,92,1,0,0
RK96223,California,Male,College,1294189,52369,110,1/1/00,Personal Auto,SUV,528,1,1,0
MF82000,Washington,Female,Bachelor,236534,36234,66,1/2/00,Special Auto,Four-Door Car,159,1,2,0
FM46980,Arizona,Male,College,572076,41770,72,1/0/00,Personal Auto,Four-Door Car,476,1,0,0
SY56792,Oregon,Male,High School or Below,703553,36234,101,1/0/00,Corporate Auto,Four-Door Car,727,1,0,0
RF61565,California,Male,College,263697,31911,67,1/0/00,Personal Auto,Four-Door Car,321,1,0,0
IM94808,Nevada,Male,Bachelor,539583,70051,68,1/0/00,Corporate Auto,Four-Door Car,42,1,0,0
VI14730,Oregon,Male,High School or Below,838263,19683,117,1/1/00,Personal Auto,Sports Car,561,1,1,0
YR34119,Washington,Female,College,3116174,30916,112,1/0/00,Personal Auto,SUV,200,1,0,0
RR77985,Oregon,Female,Bachelor,288774,36234,80,1/0/00,Personal Auto,Four-Door Car,676,1,0,0
QD28391,Washington,Male,College,742584,84302,62,1/0/00,Personal Auto,Four-Door Car,76,1,0,0
WV17090,California,Male,Bachelor,2558572,36234,116,1/0/00,Corporate Auto,SUV,830,1,0,0
TM23514,Oregon,Male,College,1027260,60145,132,1/0/00,Personal Auto,SUV,580,1,0,0
MQ68407,Oregon,Female,Bachelor,437636,63774,111,1/0/00,Personal Auto,Four-Door Car,60,1,0,0
GJ59592,California,Female,Bachelor,531889,25134,67,1/0/00,Corporate Auto,Four-Door Car,321,1,0,0
FY56083,Oregon,Male,Bachelor,471976,37057,61,1/1/00,Personal Auto,Four-Door Car,47,1,1,0
UA94723,Oregon,Female,High School or Below,442803,58577,110,1/0/00,Personal Auto,SUV,303,1,0,0
FW91032,California,Male,High School or Below,587917,85857,73,1/0/00,Corporate Auto,Four-Door Car,100,1,0,0
DE34457,Oregon,Female,Doctor,941690,70602,116,1/0/00,Personal Auto,SUV,481,1,0,0
HD32044,Oregon,Female,Master,828815,33816,106,1/2/00,Corporate Auto,Four-Door Car,508,1,2,0
HH30454,Oregon,Male,Bachelor,3265483,36234,153,1/0/00,Personal Auto,SUV,1101,1,0,0
AH84063,Oregon,Female,College,471945,89642,121,1/4/00,Corporate Auto,SUV,86,1,4,0
QA17596,California,Female,Bachelor,390347,60068,98,1/0/00,Personal Auto,Two-Door Car,470,1,0,0
XI41052,California,Female,Bachelor,545725,50044,139,1/0/00,Personal Auto,SUV,667,1,0,0
DI30528,California,Female,Master,272535,36650,69,1/1/00,Personal Auto,Four-Door Car,56,1,1,0
SC66359,Arizona,Female,College,443397,50653,110,1/0/00,Corporate Auto,SUV,262,1,0,0
EN61670,Arizona,Female,Doctor,533246,68931,66,1/0/00,Personal Auto,Four-Door Car,309,1,0,0
DQ10761,Oregon,Male,Bachelor,231509,36234,73,1/1/00,Corporate Auto,Four-Door Car,350,1,1,0
BQ51587,California,Female,College,541195,36234,73,1/0/00,Personal Auto,Four-Door Car,365,1,0,0
JE21522,California,Male,Bachelor,958733,39266,80,1/0/00,Personal Auto,Four-Door Car,384,1,0,0
WS47147,California,Male,College,2210350,36234,102,1/0/00,Personal Auto,SUV,489,1,0,0
ZA64638,Nevada,Female,High School or Below,976494,36234,98,1/1/00,Personal Auto,Four-Door Car,705,1,1,0
EW38459,Nevada,Female,Bachelor,256715,40864,65,1/0/00,Corporate Auto,Four-Door Car,9,1,0,0
QW87316,Oregon,Female,College,265062,39035,68,1/0/00,Personal Auto,Four-Door Car,244,1,0,0
IC43478,California,Male,Bachelor,1126436,34923,98,1/0/00,Personal Auto,Two-Door Car,639,1,0,0
TE34064,California,Male,High School or Below,216852,36234,63,1/0/00,Personal Auto,Four-Door Car,453,1,0,0
WU60905,California,Female,High School or Below,861066,36234,111,1/0/00,Corporate Auto,SUV,532,1,0,0
YM18992,California,Female,College,283464,24506,71,1/0/00,Personal Auto,Two-Door Car,511,1,0,0
PD55753,Oregon,Male,High School or Below,893013,36234,82,1/0/00,Personal Auto,Four-Door Car,554,1,0,0
KU56006,Arizona,Female,College,553638,52220,70,1/1/00,Personal Auto,Four-Door Car,336,1,1,0
MJ69973,Arizona,Male,High School or Below,284085,36234,74,1/0/00,Personal Auto,Two-Door Car,402,1,0,0
TW43626,California,Male,College,808288,53554,67,1/0/00,Personal Auto,Four-Door Car,327,1,0,0
XX84133,California,Male,Bachelor,525473,34476,67,1/1/00,Corporate Auto,Four-Door Car,5,1,1,0
ZW84453,Arizona,Female,Bachelor,511623,36234,70,1/0/00,Personal Auto,Four-Door Car,131,1,0,0
HO29524,California,Male,College,303464,68205,76,1/0/00,Personal Auto,Two-Door Car,99,1,0,0
VE89726,California,Female,High School or Below,802489,36234,119,1/1/00,Personal Auto,SUV,856,1,1,0
GE87503,California,Male,High School or Below,1821114,53690,154,1/0/00,Personal Auto,SUV,739,1,0,0
PX90263,Oregon,Male,High School or Below,512156,36234,72,1/0/00,Personal Auto,Four-Door Car,518,1,0,0
NI17718,California,Female,High School or Below,215017,36234,61,1/0/00,Personal Auto,Four-Door Car,292,1,0,0
FY32213,California,Female,High School or Below,559538,74454,71,1/0/00,Personal Auto,Four-Door Car,340,1,0,0
RZ13254,Nevada,Female,Bachelor,756282,36234,73,1/0/00,Personal Auto,Four-Door Car,350,1,0,0
GN45013,Oregon,Male,High School or Below,538585,29664,71,1/0/00,Personal Auto,Four-Door Car,340,1,0,0
NM39588,Washington,Female,Doctor,267805,72450,66,1/0/00,Corporate Auto,Four-Door Car,84,1,0,0
KU84464,Nevada,Female,Bachelor,942256,47272,79,1/3/00,Personal Auto,Four-Door Car,64,1,3,0
YH43527,Oregon,Female,College,360586,21585,92,1/0/00,Corporate Auto,Four-Door Car,441,1,0,0
RO30676,California,Female,College,776259,23827,106,1/2/00,Personal Auto,Four-Door Car,37,1,2,0
QL59704,Arizona,Female,College,2344490,69906,74,1/2/00,Corporate Auto,Four-Door Car,202,1,2,0
QH19450,California,Female,High School or Below,255817,36234,72,1/0/00,Corporate Auto,Four-Door Car,345,1,0,0
SA54664,Washington,Male,Master,265438,73196,66,1/1/00,Personal Auto,Four-Door Car,85,1,1,0
CI38330,Washington,Male,Bachelor,254978,72217,6464,1/0/00,Personal Auto,Four-Door Car,91,1,0,0
WB38524,California,Male,High School or Below,296959,46131,74,1/0/00,Personal Auto,Two-Door Car,355,1,0,0
CE56187,Oregon,Female,Master,436312,54514,109,1/3/00,Personal Auto,SUV,286,1,3,0
JL19416,California,Female,High School or Below,588430,36234,161,1/0/00,Personal Auto,SUV,1159,1,0,0
JZ61422,Nevada,Female,College,527219,96668,66,1/0/00,Personal Auto,Four-Door Car,316,1,0,0
LA13377,California,Male,Doctor,550989,78879,69,1/1/00,Personal Auto,Four-Door Car,466,1,1,0
NC99948,Nevada,Male,College,1631368,36234,69,1/0/00,Personal Auto,Four-Door Car,331,1,0,0
QD34785,Arizona,Female,Bachelor,567805,36234,76,1/0/00,Personal Auto,Four-Door Car,364,1,0,0
RO26085,California,Female,Bachelor,1210120,36234,112,1/0/00,Personal Auto,Sports Car,1252,1,0,0
ES57969,Oregon,Male,Bachelor,245357,29735,69,1/0/00,Personal Auto,Four-Door Car,331,1,0,0
JK55587,California,Male,High School or Below,507566,23082,65,1/0/00,Special Auto,Four-Door Car,312,1,0,0
RN97635,Arizona,Male,Bachelor,321497,53984,80,1/0/00,Corporate Auto,Four-Door Car,421,1,0,0
BI76326,California,Female,College,1227534,52135,156,1/0/00,Personal Auto,SUV,430,1,0,0
JA34909,California,Female,College,272221,17576,71,1/0/00,Corporate Auto,Four-Door Car,398,1,0,0
OJ90342,Oregon,Female,Bachelor,245744,29486,62,1/0/00,Personal Auto,Four-Door Car,7,1,0,0
CM88932,Oregon,Female,Master,355484,58557,88,1/0/00,Corporate Auto,Four-Door Car,55,1,0,0
JJ97525,California,Male,Bachelor,492954,25632,63,1/0/00,Personal Auto,Two-Door Car,351,1,0,0
XV21647,California,Female,High School or Below,803645,36234,112,1/0/00,Personal Auto,Sports Car,806,1,0,0
MC83487,Arizona,Male,Bachelor,427691,18768,68,1/3/00,Corporate Auto,Four-Door Car,647,1,3,0
BL90769,California,Female,Bachelor,3347334,33190,106,1/0/00,Personal Auto,SUV,508,1,0,0
CR57148,Oregon,Female,Master,596058,47945,74,1/0/00,Personal Auto,Two-Door Car,128,1,0,0
CP85232,Arizona,Male,College,4479546,58778,126,1/0/00,Special Auto,SUV,302,1,0,0
YL74732,California,Female,High School or Below,383211,15192,100,1/0/00,Personal Auto,SUV,480,1,0,0
FG16766,California,Female,Bachelor,683793,51859,171,1/0/00,Personal Auto,SUV,1003,1,0,0
NV55438,Nevada,Female,High School or Below,528526,23422,72,1/0/00,Personal Auto,Two-Door Car,518,1,0,0
RM10880,California,Female,College,309651,21604,79,1/0/00,Corporate Auto,Four-Door Car,379,1,0,0
GL56175,Arizona,Male,College,358971,79298,90,1/0/00,Personal Auto,Four-Door Car,244,1,0,0
UK52289,Arizona,Female,Bachelor,258240,76731,64,1/0/00,Special Auto,Four-Door Car,201,1,0,0
OT85112,Washington,Male,College,340391,38460,88,1/1/00,Personal Auto,Four-Door Car,91,1,1,0
BC62782,Arizona,Female,College,1357567,48534,115,1/1/00,Personal Auto,SUV,552,1,1,0
TI19722,Washington,Male,Doctor,343613,30817,88,1/0/00,Corporate Auto,Four-Door Car,91,1,0,0
JP30654,Oregon,Female,College,2868582,48412,104,1/0/00,Personal Auto,SUV,707,1,0,0
UM45563,Washington,Male,Bachelor,450267,68798,114,1/0/00,Personal Auto,SUV,92,1,0,0
EN60878,Oregon,Male,Bachelor,618311,23712,85,1/0/00,Personal Auto,Four-Door Car,376,1,0,0
JF36291,California,Male,College,387364,28142,105,1/0/00,Personal Auto,Sports Car,701,1,0,0
BK59444,California,Female,Master,1892933,72196,68,1/0/00,Personal Auto,Four-Door Car,152,1,0,0
MK70700,California,Male,Master,555329,68197,69,1/0/00,Personal Auto,Four-Door Car,176,1,0,0
IW71076,California,Male,Bachelor,501125,75248,63,1/0/00,Corporate Auto,Four-Door Car,104,1,0,0
AP98768,California,Female,College,1044244,36234,98,1/0/00,Personal Auto,Four-Door Car,941,1,0,0
OM24164,Nevada,Male,Bachelor,219961,36234,65,1/1/00,Personal Auto,Two-Door Car,468,1,1,0
HR85211,Washington,Female,Master,512317,89879,63,1/0/00,Personal Auto,Two-Door Car,94,1,0,0
VC87846,Oregon,Male,High School or Below,748431,46998,96,1/0/00,Corporate Auto,Four-Door Car,460,1,0,0
ZM92052,Oregon,Male,Bachelor,261302,57099,67,1/0/00,Personal Auto,Two-Door Car,67,1,0,0
ON73702,Arizona,Female,Bachelor,908063,33897,114,1/0/00,Corporate Auto,SUV,539,1,0,0
QQ90441,Nevada,Female,High School or Below,1377097,59207,116,1/0/00,Personal Auto,Four-Door Car,556,1,0,0
HU35721,Oregon,Male,High School or Below,287682,40171,73,1/0/00,Personal Auto,Four-Door Car,350,1,0,0
YP47665,Washington,Male,Doctor,540891,80192,67,1/0/00,Personal Auto,Four-Door Car,95,1,0,0
FU99476,Washington,Male,High School or Below,677030,74422,85,1/1/00,Personal Auto,Four-Door Car,95,1,1,0
AG85615,Oregon,Male,College,2414387,36234,87,1/0/00,Special Auto,Four-Door Car,626,1,0,0
OY74069,Arizona,Female,College,353805,36234,67,1/5/00,Personal Auto,Four-Door Car,321,1,5,0
DJ91267,Nevada,Female,Bachelor,2909123,34226,244,1/0/00,Personal Auto,Luxury SUV,494,1,0,0
KB72438,California,Female,High School or Below,1983420,65989,123,1/1/00,Personal Auto,SUV,115,1,1,0
TR67616,Oregon,Male,High School or Below,473136,30686,61,1/0/00,Corporate Auto,Four-Door Car,19,1,0,0
GF65731,California,Female,Master,3553784,36234,113,1/0/00,Personal Auto,Sports Car,799,1,0,0
HB67642,Arizona,Female,High School or Below,3461137,20090,109,1/0/00,Personal Auto,Sports Car,523,1,0,0
DP84567,California,Male,High School or Below,2021630,36234,183,1/0/00,Personal Auto,Luxury SUV,878,1,0,0
VV77534,Oregon,Male,College,1397651,77094,176,1/0/00,Personal Auto,SUV,444,1,0,0
GL67540,California,Female,College,590408,97413,73,1/0/00,Personal Auto,Four-Door Car,268,1,0,0
SV50502,Oregon,Female,Master,559583,79189,69,1/0/00,Corporate Auto,Four-Door Car,331,1,0,0
UK59698,California,Female,High School or Below,229430,36234,62,1/0/00,Personal Auto,Two-Door Car,297,1,0,0
OA57352,Arizona,Female,College,627391,18577,86,1/0/00,Personal Auto,Four-Door Car,412,1,0,0
ZF84449,Oregon,Female,College,372672,36234,112,1/1/00,Special Auto,Sports Car,806,1,1,0
AX86150,Washington,Male,High School or Below,265671,62777,67,1/0/00,Personal Auto,Two-Door Car,101,1,0,0
HG39060,Oregon,Male,Bachelor,511068,36234,74,1/0/00,Corporate Auto,Four-Door Car,532,1,0,0
EM29359,Nevada,Male,College,712659,17483,183,1/0/00,Personal Auto,Luxury Car,1317,1,0,0
SF57173,Oregon,Male,Master,460163,84394,114,1/0/00,Personal Auto,SUV,691,1,0,0
OT47603,Oregon,Male,College,915523,36234,127,1/0/00,Personal Auto,Sports Car,804,1,0,0
SW31412,Oregon,Female,College,1480805,41440,62,1/1/00,Personal Auto,Four-Door Car,297,1,1,0
JS36322,Arizona,Male,High School or Below,890167,36234,136,1/1/00,Personal Auto,Sports Car,1090,1,1,0
RE81445,Oregon,Female,College,573459,98132,71,1/0/00,Personal Auto,Two-Door Car,50,1,0,0
RM24280,Oregon,Female,High School or Below,417769,36234,112,1/0/00,Personal Auto,Four-Door Car,537,1,0,0
LC25393,California,Male,Bachelor,2777628,88220,230,1/0/00,Personal Auto,Luxury Car,151,1,0,0
UX38930,Arizona,Female,Master,1036434,58327,129,1/0/00,Personal Auto,SUV,347,1,0,0
HD95496,Oregon,Male,Master,785190,25950,66,1/0/00,Personal Auto,Two-Door Car,271,1,0,0
RX24650,Oregon,Male,High School or Below,477294,20993,133,1/0/00,Corporate Auto,SUV,638,1,0,0
DW19309,Oregon,Male,High School or Below,1422650,65726,177,1/0/00,Corporate Auto,SUV,849,1,0,0
MT41386,Washington,Male,Bachelor,287543,84768,72,1/0/00,Personal Auto,Two-Door Car,110,1,0,0
WZ40465,Washington,Female,Bachelor,504129,36234,63,1/0/00,Personal Auto,Four-Door Car,113,1,0,0
DB42794,California,Male,College,436293,58842,110,1/0/00,Personal Auto,Four-Door Car,528,1,0,0
JB50798,Oregon,Female,Master,962452,25629,124,1/2/00,Corporate Auto,Sports Car,595,1,2,0
IP69763,Washington,Female,College,2191440,77311,181,1/0/00,Personal Auto,SUV,113,1,0,0
TE35785,California,Male,Doctor,694842,36234,196,1/2/00,Personal Auto,Luxury SUV,1337,1,2,0
HX74855,Washington,Male,High School or Below,247152,95697,61,1/0/00,Personal Auto,Two-Door Car,114,1,0,0
QN65180,Oregon,Female,Bachelor,2190391,22254,79,1/0/00,Personal Auto,Four-Door Car,125,1,0,0
GE47180,Nevada,Male,High School or Below,902882,65974,113,1/0/00,Personal Auto,Sports Car,235,1,0,0
VQ38776,Oregon,Female,College,530375,36234,76,1/0/00,Personal Auto,Four-Door Car,395,1,0,0
BH86846,Washington,Male,High School or Below,2070825,92079,65,1/1/00,Corporate Auto,Four-Door Car,114,1,1,0
IN17648,Nevada,Male,High School or Below,512376,36234,74,1/0/00,Personal Auto,Two-Door Car,772,1,0,0
DF95759,Oregon,Male,College,949234,36234,132,1/0/00,Personal Auto,SUV,633,1,0,0
QG45324,Oregon,Female,High School or Below,820486,36234,73,1/0/00,Personal Auto,Four-Door Car,350,1,0,0
MN61620,Arizona,Female,College,987729,67752,131,1/4/00,Personal Auto,Sports Car,168,1,4,0
YH86390,California,Female,Bachelor,481500,25398,64,1/0/00,Corporate Auto,Four-Door Car,307,1,0,0
FY13480,California,Male,High School or Below,627701,36234,88,1/0/00,Personal Auto,Four-Door Car,633,1,0,0
YH61661,California,Male,High School or Below,826063,33321,105,1/0/00,Special Auto,SUV,504,1,0,0
NL93182,Nevada,Male,Bachelor,254945,36234,78,1/0/00,Corporate Auto,Four-Door Car,845,1,0,0
LN31673,Washington,Female,College,1131808,38923,99,1/2/00,Personal Auto,Four-Door Car,115,1,2,0
WE68644,Oregon,Female,Bachelor,380392,20325,100,1/0/00,Personal Auto,Sports Car,668,1,0,0
EZ30498,Oregon,Male,Bachelor,863540,13129,117,1/0/00,Personal Auto,SUV,700,1,0,0
QY74517,Oregon,Female,High School or Below,551055,36234,73,1/0/00,Personal Auto,Four-Door Car,525,1,0,0
NM88660,Nevada,Male,Master,358588,49080,91,1/0/00,Corporate Auto,Four-Door Car,25,1,0,0
MZ82036,Nevada,Male,College,488925,42536,63,1/0/00,Personal Auto,Four-Door Car,375,1,0,0
ID20929,Oregon,Male,Bachelor,275694,29926,74,1/0/00,Corporate Auto,Four-Door Car,418,1,0,0
EY50028,Nevada,Male,Doctor,328954,36234,86,1/0/00,Corporate Auto,Two-Door Car,398,1,0,0
TT82373,California,Female,Bachelor,1093717,21450,138,1/0/00,Personal Auto,Sports Car,938,1,0,0
OH64088,California,Male,High School or Below,737556,33345,65,1/0/00,Corporate Auto,Four-Door Car,338,1,0,0
SK97780,California,Female,Bachelor,1011077,15752,90,1/0/00,Corporate Auto,Two-Door Car,339,1,0,0
IO33050,Oregon,Female,High School or Below,511941,40169,65,1/1/00,Personal Auto,Four-Door Car,302,1,1,0
XA55917,California,Female,College,853383,26049,113,1/1/00,Personal Auto,SUV,619,1,1,0
JK32620,Nevada,Male,College,222476,36234,68,1/0/00,Personal Auto,Four-Door Car,326,1,0,0
RQ19236,Arizona,Male,Doctor,804280,55411,100,1/0/00,Personal Auto,Sports Car,259,1,0,0
QC47433,Oregon,Male,College,255443,12459,70,1/0/00,Personal Auto,Four-Door Car,336,1,0,0
RA93608,Oregon,Male,Bachelor,1807394,64620,76,1/1/00,Personal Auto,Two-Door Car,364,1,1,0
XH97711,California,Male,Bachelor,243050,83140,61,1/0/00,Corporate Auto,Four-Door Car,179,1,0,0
AU96286,Oregon,Female,Bachelor,316765,36234,92,1/0/00,Corporate Auto,Four-Door Car,662,1,0,0
KC17170,Arizona,Female,Bachelor,546560,54422,68,1/0/00,Corporate Auto,Four-Door Car,75,1,0,0
ZN47335,California,Male,College,1035751,68309,131,1/0/00,Corporate Auto,SUV,306,1,0,0
EI46264,California,Male,High School or Below,253781,56621,65,1/2/00,Personal Auto,Four-Door Car,84,1,2,0
EK87864,Arizona,Female,College,282194,38977,70,1/0/00,Special Auto,Four-Door Car,139,1,0,0
GV45403,Arizona,Male,Bachelor,775712,36234,111,1/0/00,Corporate Auto,Two-Door Car,607,1,0,0
QK31192,Arizona,Male,High School or Below,407913,36234,114,1/0/00,Corporate Auto,Two-Door Car,631,1,0,0
LU89008,Arizona,Female,College,595554,36234,83,1/0/00,Personal Auto,Four-Door Car,628,1,0,0
NS10490,Oregon,Female,Bachelor,1415861,83235,70,1/0/00,Personal Auto,Two-Door Car,336,1,0,0
KL98495,Nevada,Male,College,848723,36234,74,1/0/00,Personal Auto,Two-Door Car,426,1,0,0
IU96845,Arizona,Male,College,628547,32390,80,1/0/00,Personal Auto,Four-Door Car,91,1,0,0
QL93655,Oregon,Female,High School or Below,1147348,66538,95,1/0/00,Personal Auto,Two-Door Car,317,1,0,0
PF40592,Washington,Female,College,494263,23285,65,1/0/00,Personal Auto,Two-Door Car,118,1,0,0
LZ34046,Oregon,Male,Bachelor,2359468,76358,66,1/0/00,Personal Auto,Four-Door Car,86,1,0,0
JC80093,Washington,Male,Master,257250,21104,66,1/0/00,Personal Auto,Four-Door Car,118,1,0,0
YE88490,Arizona,Female,College,538089,55350,67,1/0/00,Personal Auto,Four-Door Car,321,1,0,0
YC80498,California,Female,College,477055,12964,65,1/0/00,Personal Auto,Two-Door Car,362,1,0,0
AI85843,Arizona,Female,Master,675665,33288,86,1/2/00,Personal Auto,Four-Door Car,221,1,2,0
XD66024,Arizona,Female,College,593601,36234,84,1/0/00,Personal Auto,Four-Door Car,980,1,0,0
FY51713,Arizona,Female,Bachelor,357076,56168,88,1/0/00,Personal Auto,Four-Door Car,614,1,0,0
PH26378,California,Male,College,601996,36234,92,1/0/00,Personal Auto,Four-Door Car,662,1,0,0
WQ18638,Oregon,Male,High School or Below,542686,23105,69,1/0/00,Personal Auto,Two-Door Car,331,1,0,0
KY14688,Oregon,Female,Master,273031,36218,68,1/0/00,Personal Auto,Four-Door Car,145,1,0,0
TC97762,California,Female,High School or Below,498268,52275,62,1/0/00,Corporate Auto,Four-Door Car,374,1,0,0
QC87108,Oregon,Female,College,876926,49665,74,1/0/00,Personal Auto,Four-Door Car,355,1,0,0
CX12134,Nevada,Male,High School or Below,422061,32471,110,1/0/00,Personal Auto,Two-Door Car,528,1,0,0
SM73248,Arizona,Male,High School or Below,1153750,36234,86,1/1/00,Corporate Auto,Two-Door Car,619,1,1,0
CK19789,California,Female,Master,588718,62773,73,1/0/00,Personal Auto,Four-Door Car,80,1,0,0
UV12583,California,Female,College,470058,76694,117,1/0/00,Personal Auto,SUV,561,1,0,0
JC11405,Oregon,Male,High School or Below,1096395,55687,276,1/0/00,Personal Auto,Luxury SUV,1324,1,0,0
KA89683,Arizona,Female,High School or Below,252317,36234,70,1/0/00,Personal Auto,Four-Door Car,504,1,0,0
BG85305,Nevada,Male,Doctor,375780,36633,96,1/1/00,Personal Auto,Four-Door Car,460,1,1,0
UQ87917,Oregon,Male,High School or Below,1294173,77060,106,1/0/00,Personal Auto,SUV,468,1,0,0
XN11823,Nevada,Female,Bachelor,376446,92600,94,1/0/00,Corporate Auto,Two-Door Car,842,1,0,0
OS46571,California,Male,High School or Below,688955,36234,66,1/0/00,Personal Auto,Four-Door Car,475,1,0,0
PX17116,Nevada,Male,College,362345,36234,111,1/2/00,Corporate Auto,SUV,1171,1,2,0
RP19541,Arizona,Male,College,758211,64801,64,1/0/00,Personal Auto,Four-Door Car,268,1,0,0
ZR25747,Oregon,Female,College,827774,45257,103,1/0/00,Corporate Auto,Two-Door Car,494,1,0,0
NQ86532,California,Male,High School or Below,257645,26854,66,1/0/00,Personal Auto,Four-Door Car,475,1,0,0
JY27336,Oregon,Female,College,820538,85840,102,1/2/00,Corporate Auto,SUV,138,1,2,0
PB54378,Oregon,Female,Doctor,1958246,26463,72,1/0/00,Corporate Auto,Four-Door Car,345,1,0,0
SV38190,Nevada,Female,Bachelor,648152,30689,81,1/0/00,Personal Auto,Four-Door Car,467,1,0,0
CV24005,Oregon,Male,High School or Below,259931,29590,66,1/0/00,Corporate Auto,Two-Door Car,467,1,0,0
EX28656,Oregon,Female,College,983033,25965,253,1/0/00,Personal Auto,Luxury SUV,1214,1,0,0
CF57022,Oregon,Male,Bachelor,1044265,17269,139,1/0/00,Personal Auto,SUV,667,1,0,0
GM16780,Oregon,Male,College,3605753,90330,137,1/3/00,Corporate Auto,Sports Car,192,1,3,0
BX94438,California,Female,High School or Below,847003,36234,113,1/0/00,Corporate Auto,SUV,619,1,0,0
RM41745,California,Female,High School or Below,827878,36234,110,1/0/00,Personal Auto,Four-Door Car,1002,1,0,0
XR70252,California,Female,High School or Below,478893,36234,67,1/1/00,Personal Auto,Two-Door Car,321,1,1,0
YH92099,Arizona,Female,Bachelor,308799,18558,80,1/0/00,Special Auto,Four-Door Car,384,1,0,0
SG81493,Arizona,Male,Bachelor,444373,46384,113,1/0/00,Corporate Auto,Four-Door Car,251,1,0,0
ZX23819,Oregon,Female,High School or Below,798408,36234,72,1/0/00,Personal Auto,Two-Door Car,866,1,0,0
FJ54907,Oregon,Female,College,718097,42303,180,1/0/00,Personal Auto,Luxury SUV,1210,1,0,0
CU26127,California,Female,Bachelor,1565603,71731,130,1/0/00,Corporate Auto,SUV,599,1,0,0
